随机音乐,#genre#
湖北卫视,https://by.nxog.fun/vip/nxog.php?c=湖北卫视&key=2d1
广东卫视,https://by.nxog.fun/vip/nxog.php?c=广东卫视&key=2d1
广西卫视,https://by.nxog.fun/vip/nxog.php?c=广西卫视&key=2d1
海南卫视,https://by.nxog.fun/vip/nxog.php?c=海南卫视&key=2d1
四川卫视,https://by.nxog.fun/vip/nxog.php?c=四川卫视&key=2d1
贵州卫视,https://by.nxog.fun/vip/nxog.php?c=贵州卫视&key=2d1
云南卫视,https://by.nxog.fun/vip/nxog.php?c=云南卫视&key=2d1
西藏卫视,https://by.nxog.fun/vip/nxog.php?c=西藏卫视&key=2d1
陕西卫视,https://by.nxog.fun/vip/nxog.php?c=陕西卫视&key=2d1
甘肃卫视,https://by.nxog.fun/vip/nxog.php?c=甘肃卫视&key=2d1
青海卫视,https://by.nxog.fun/vip/nxog.php?c=青海卫视&key=2d1
宁夏卫视,https://by.nxog.fun/vip/nxog.php?c=宁夏卫视&key=2d1
新疆卫视,https://by.nxog.fun/vip/nxog.php?c=新疆卫视&key=2d1
兵团卫视,https://by.nxog.fun/vip/nxog.php?c=兵团卫视&key=2d1
海峡卫视,https://by.nxog.fun/vip/nxog.php?c=海峡卫视&key=2d1

央视,#genre#
CCTV1综合,http://111.231.6.102:1234/608807420
CCTV2财经,http://111.231.6.102:1234/631780532
CCTV3综艺,http://111.231.6.102:1234/624878271
CCTV4中文国际,http://111.231.6.102:1234/631780421
CCTV5体育,http://111.231.6.102:1234/641886683
CCTV5+体育赛事,http://111.231.6.102:1234/641886773
CCTV6电影,http://111.231.6.102:1234/624878396
CCTV7国防军事,http://111.231.6.102:1234/673168121
CCTV8电视剧,http://111.231.6.102:1234/624878356
CCTV9纪录,http://111.231.6.102:1234/673168140
CCTV10科教,http://111.231.6.102:1234/624878405
CCTV11戏曲,http://111.231.6.102:1234/667987558
CCTV12社会与法,http://111.231.6.102:1234/673168185
CCTV13新闻,http://111.231.6.102:1234/608807423
CCTV14少儿,http://111.231.6.102:1234/624878440
CCTV15音乐,http://111.231.6.102:1234/673168223
CCTV17农业农村,http://111.231.6.102:1234/673168256
CCTV4欧洲,http://111.231.6.102:1234/608807419
CCTV4美洲,http://111.231.6.102:1234/608807416
CGTN外语纪录,http://111.231.6.102:1234/609006487
CGTN阿拉伯语,http://111.231.6.102:1234/609154345
CGTN西班牙语,http://111.231.6.102:1234/609006450
CGTN法语,http://111.231.6.102:1234/609006476
CGTN俄语,http://111.231.6.102:1234/609006446
老故事,http://111.231.6.102:1234/884121956
发现之旅,http://111.231.6.102:1234/624878970
中学生,http://111.231.6.102:1234/708869532
CGTN,http://111.231.6.102:1234/609017205
卫视,#genre#
东方卫视,http://111.231.6.102:1234/651632648
江苏卫视,http://111.231.6.102:1234/623899368
广东卫视,http://111.231.6.102:1234/608831231
北京卫视,http://111.231.6.102:1234/630287636
辽宁卫视,http://111.231.6.102:1234/630291707
河北卫视,http://111.231.6.102:1234/962042070
江西卫视,http://111.231.6.102:1234/783847495
河南卫视,http://111.231.6.102:1234/790187291
陕西卫视,http://111.231.6.102:1234/738910838
大湾区卫视,http://111.231.6.102:1234/608917627
湖北卫视,http://111.231.6.102:1234/947472496
吉林卫视,http://111.231.6.102:1234/947472500
青海卫视,http://111.231.6.102:1234/947472506
东南卫视,http://111.231.6.102:1234/849116810
海南卫视,http://111.231.6.102:1234/947472502
海峡卫视,http://111.231.6.102:1234/849119120
中国农林卫视,http://111.231.6.102:1234/956904896
兵团卫视,http://111.231.6.102:1234/956923145
宁夏卫视,http://111.231.6.102:1234/738910535
重庆卫视,http://111.231.6.102:1234/738910914
三沙卫视,http://111.231.6.102:1234/961023778
地方,#genre#
上海新闻综合,http://111.231.6.102:1234/651632657
上视东方影视,http://111.231.6.102:1234/617290047
上海第一财经,http://111.231.6.102:1234/608780988
南京新闻综合频道,http://111.231.6.102:1234/838109047
南京教科频道,http://111.231.6.102:1234/838153729
南京十八频道,http://111.231.6.102:1234/838151753
体育休闲频道,http://111.231.6.102:1234/626064707
江苏城市频道,http://111.231.6.102:1234/626064714
江苏国际,http://111.231.6.102:1234/626064674
江苏教育,http://111.231.6.102:1234/628008321
江苏影视频道,http://111.231.6.102:1234/626064697
江苏综艺频道,http://111.231.6.102:1234/626065193
公共新闻频道,http://111.231.6.102:1234/626064693
盐城新闻综合,http://111.231.6.102:1234/639731825
淮安新闻综合,http://111.231.6.102:1234/639731826
泰州新闻综合,http://111.231.6.102:1234/639731818
连云港新闻综合,http://111.231.6.102:1234/639731715
宿迁新闻综合,http://111.231.6.102:1234/639731832
徐州新闻综合,http://111.231.6.102:1234/639731747
优漫卡通频道,http://111.231.6.102:1234/626064703
江阴新闻综合,http://111.231.6.102:1234/955227979
南通新闻综合,http://111.231.6.102:1234/955227985
宜兴新闻综合,http://111.231.6.102:1234/955227996
溧水新闻综合,http://111.231.6.102:1234/639737327
陕西银龄频道,http://111.231.6.102:1234/956909362
陕西都市青春频道,http://111.231.6.102:1234/956909358
陕西秦腔频道,http://111.231.6.102:1234/956909303
陕西新闻资讯频道,http://111.231.6.102:1234/956909289
财富天下,http://111.231.6.102:1234/956923159
镇江新闻综合,http://111.231.6.102:1234/639731783
海南广播电视总台新闻频道,http://111.231.6.102:1234/962067517
海南广播电视总台自贸频道,http://111.231.6.102:1234/962045226
海南广播电视总台社会与法频道,http://111.231.6.102:1234/962045223
海南广播电视总台文旅频道,http://111.231.6.102:1234/962067526
海南广播电视总台少儿频道,http://111.231.6.102:1234/962067523
其他,#genre#
赛事最经典,http://111.231.6.102:1234/646596895
体坛名栏汇,http://111.231.6.102:1234/629943305
四海钓鱼,http://111.231.6.102:1234/637444975
陕西体育休闲频道,http://111.231.6.102:1234/956909356
24小时城市联赛轮播台,http://111.231.6.102:1234/915512915
武术世界,http://111.231.6.102:1234/958475359
快乐垂钓,http://111.231.6.102:1234/961930263
经典香港电影,http://111.231.6.102:1234/625703337
抗战经典影片,http://111.231.6.102:1234/617432318
新片放映厅,http://111.231.6.102:1234/619495952
CHC影迷电影,http://111.231.6.102:1234/952383261
CHC动作电影,http://111.231.6.102:1234/644368714
CHC家庭影院,http://111.231.6.102:1234/644368373
和美乡途轮播台,http://111.231.6.102:1234/713591450
南方影视,http://111.231.6.102:1234/614961829
中国航天“逆袭”之路,http://111.231.6.102:1234/713600957
中国天气,http://111.231.6.102:1234/959986621
CETV1,http://111.231.6.102:1234/923287154
CETV2,http://111.231.6.102:1234/923287211
CETV4,http://111.231.6.102:1234/923287339
山东教育,http://111.231.6.102:1234/609154353
熊猫频道01高清,http://111.231.6.102:1234/609158151
熊猫频道1,http://111.231.6.102:1234/608933610
熊猫频道2,http://111.231.6.102:1234/608933640
熊猫频道3,http://111.231.6.102:1234/608934619
熊猫频道4,http://111.231.6.102:1234/608934721
熊猫频道5,http://111.231.6.102:1234/608935104
熊猫频道6,http://111.231.6.102:1234/608935797
熊猫频道7,http://111.231.6.102:1234/609169286
熊猫频道8,http://111.231.6.102:1234/609169287
熊猫频道9,http://111.231.6.102:1234/609169226
熊猫频道10,http://111.231.6.102:1234/609169285
最强综艺趴,http://111.231.6.102:1234/629942228
嘉佳卡通,http://111.231.6.102:1234/614952364
经典动画大集合,http://111.231.6.102:1234/629942219
新动漫,http://111.231.6.102:1234/961930269
新动力量创一流,http://111.231.6.102:1234/713589837
中华特产,http://111.231.6.102:1234/959986618
环球旅游,http://111.231.6.102:1234/958475356
梨园频道,http://111.231.6.102:1234/961930369
体育-昨天05-11,#genre#
意甲 帕尔马VS罗马 全场回放（鲁靖明、李彦） 23:45,http://111.231.6.102:1234/964710874
U17亚洲杯 越南U17VS韩国U17 全场回放（涂远） 23:45,http://111.231.6.102:1234/964710877
西甲 皇家奥维耶多VS赫塔菲 全场回放（孙雨轩） 00:15,http://111.231.6.102:1234/964711234
U17亚洲杯 阿联酋U17VS也门U17 全场回放（乔迁） 00:15,http://111.231.6.102:1234/964711895
U17亚洲杯 印度U17VS乌兹别克斯坦U17 全场回放（王子睿） 00:45,http://111.231.6.102:1234/964711204
德甲 美因茨VS柏林联 全场回放（李霄） 01:15,http://111.231.6.102:1234/964711643
意甲 AC米兰VS亚特兰大 全场回放（石庆圣、李彦） 02:15,http://111.231.6.102:1234/964712079
法甲 摩纳哥VS里尔 全场回放（涂远） 02:45,http://111.231.6.102:1234/964712124
法甲 昂热VS斯特拉斯堡 全场回放（李永熙） 02:45,http://111.231.6.102:1234/964712094
法甲 欧塞尔VS尼斯 全场回放（盛斌） 02:45,http://111.231.6.102:1234/964712020
法甲 图卢兹VS里昂 全场回放（张天翼） 02:45,http://111.231.6.102:1234/964712209
法甲 勒阿弗尔VS马赛 全场回放（乔迁） 02:45,http://111.231.6.102:1234/964712004
法甲 巴黎圣日耳曼VS布雷斯特 全场回放（鹿中原、王宇） 02:45,http://111.231.6.102:1234/964712222
西甲 巴塞罗那VS皇家马德里 全场回放（张昊泽、李欣、李子琪） 02:45,http://111.231.6.102:1234/964712305
西甲 巴塞罗那VS皇家马德里 全场回放（刘畅、贺宇） 02:45,http://111.231.6.102:1234/964712276
法甲 梅斯VS洛里昂 全场回放（刘一臻） 02:45,http://111.231.6.102:1234/964712171
法甲 雷恩VS巴黎FC 全场回放（邵煊） 02:45,http://111.231.6.102:1234/964711965
NBA 76人VS尼克斯 全场回放（姜帆、季孟年、拜月宁） 03:25,http://111.231.6.102:1234/964712477
NBA 76人VS尼克斯 全场回放（英文原声） 03:25,http://111.231.6.102:1234/964712492
Zuffa拳击 zuffa拳击第6期：莫斯利VS博哈丘克 Zuffa拳击第6期全场回放（赛场原声） 06:00,http://111.231.6.102:1234/964724408
Zuffa拳击 zuffa拳击第6期：莫斯利VS博哈丘克 Zuffa拳击第6期全场回放（英文原声） 06:00,http://111.231.6.102:1234/964723074
Zuffa拳击 zuffa拳击第6期：莫斯利VS博哈丘克 全场回放（李威蓄） 06:00,http://111.231.6.102:1234/964718389
NBA 森林狼VS马刺 全场回放（杨健、李根、闫宇峰、小七） 07:25,http://111.231.6.102:1234/964717160
NBA 森林狼VS马刺 全场回放（王晓晨） 07:25,http://111.231.6.102:1234/964717190
NBA 森林狼VS马刺 全场回放（英文原声） 07:25,http://111.231.6.102:1234/964717109
全国青年篮球联赛 浙江稠州银行103-85长沙勇胜 全场回放（赛场原声） 10:00,http://111.231.6.102:1234/964720427
全国青年篮球联赛 浙江广厦87-75苏科雄狮 全场回放（赛场原声） 13:30,http://111.231.6.102:1234/964724492
全国青年篮球联赛 上海久事84-92江苏肯帝亚 全场回放（赛场原声） 13:30,http://111.231.6.102:1234/964724658
全国青年篮球联赛 新疆广汇67-78深圳新世纪 全场回放（赛场原声） 15:30,http://111.231.6.102:1234/964727153
全国青年篮球联赛 北京首钢94-69广东宏远 全场回放（赛场原声） 15:30,http://111.231.6.102:1234/964727900
WTA Iga轻取大坂直美 高芙逆转过关 【回放】普利斯科娃0-2莱巴金娜（赛场原声） 17:00,http://111.231.6.102:1234/964732711
WTA Iga轻取大坂直美 高芙逆转过关 【回放】大坂直美0-2斯瓦泰克（赛场原声） 17:00,http://111.231.6.102:1234/964732670
WTA Iga轻取大坂直美 高芙逆转过关 【回放】高芙2-1约维奇（赛场原声） 17:00,http://111.231.6.102:1234/964730603
WTA Iga轻取大坂直美 高芙逆转过关 【回放】斯维托丽娜2-0巴图科娃（赛场原声） 17:00,http://111.231.6.102:1234/964730925
WTA Iga轻取大坂直美 高芙逆转过关 【回放】科斯蒂亚2-0诺斯科娃（赛场原声） 17:00,http://111.231.6.102:1234/964728282
WTA Iga轻取大坂直美 高芙逆转过关 【回放】科斯蒂亚2-0诺斯科娃（英文原声） 17:00,http://111.231.6.102:1234/964728250
WTA Iga轻取大坂直美 高芙逆转过关 【回放】斯维托丽娜2-0巴图科娃（英文原声） 17:00,http://111.231.6.102:1234/964730916
WTA Iga轻取大坂直美 高芙逆转过关 【回放】普利斯科娃0-2莱巴金娜（英文原声） 17:00,http://111.231.6.102:1234/964732728
WTA Iga轻取大坂直美 高芙逆转过关 【回放】高芙2-1约维奇（英文原声） 17:00,http://111.231.6.102:1234/964730484
WTA Iga轻取大坂直美 高芙逆转过关 【回放】大坂直美0-2斯瓦泰克（英文原声） 17:00,http://111.231.6.102:1234/964732610
全国青年篮球联赛 龙狮青年83-79四川锦城 全场回放（赛场原声） 18:00,http://111.231.6.102:1234/964729402
NBA经典赛事 NBA季后赛精彩重播：马刺 vs 森林狼 G4 全场回放（杨健、李根、闫宇峰、小七） 18:00,http://111.231.6.102:1234/964717160
伦敦团体世乒赛 刘国正、侯英超、周泽昊复盘世乒赛 全场回放（刘国正、侯英超、周泽昊） 19:00,http://111.231.6.102:1234/964728830
JCK 场场硬菜13场比赛11场终结观赏性拉满 全场回放（官方解说） 18:50,http://111.231.6.102:1234/964736195
JCK 场场硬菜13场比赛11场终结观赏性拉满 全场回放（英文原声） 18:50,http://111.231.6.102:1234/964731957
JCK 场场硬菜13场比赛11场终结观赏性拉满 全场回放（赛场原声） 18:50,http://111.231.6.102:1234/964731782
JCK 场场硬菜13场比赛11场终结观赏性拉满 比拉力VS赛里克努尔 18:50,http://111.231.6.102:1234/964730045
全国青年篮球联赛 南京同曦90-84青岛国信海天 全场回放（赛场原声） 19:30,http://111.231.6.102:1234/964730288
全国青年篮球联赛 天津荣钢111-92山西汾酒 全场回放（赛场原声） 20:00,http://111.231.6.102:1234/964730189
体育-今天05-12,#genre#
意甲 那不勒斯VS博洛尼亚 全场回放（石庆圣） 02:30,http://111.231.6.102:1234/964733216
英超 托特纳姆热刺VS利兹联 全场回放（娄一晨、刘越、孙蕊） 02:45,http://111.231.6.102:1234/964733241
英超 托特纳姆热刺VS利兹联 全场回放（江忠德） 02:45,http://111.231.6.102:1234/964733196
西甲 巴列卡诺VS吉罗纳 全场回放（周楚雄） 02:45,http://111.231.6.102:1234/964733211
NBA 骑士VS活塞 全场回放（庄宁宇、张兆旭、徐咏、魏欣怡） 07:55,http://111.231.6.102:1234/964736521
NBA 骑士VS活塞 全场回放（大史） 07:55,http://111.231.6.102:1234/964736920
NBA 骑士VS活塞 全场回放（英文原声） 07:55,http://111.231.6.102:1234/964736483
斯诺克 吴安仪、白雨露首日亮相 1号桌 09:30,http://111.231.6.102:1234/964728739
斯诺克 吴安仪、白雨露首日亮相 2号桌 09:30,http://111.231.6.102:1234/964728776
斯诺克 吴安仪、白雨露首日亮相 3号桌 09:30,http://111.231.6.102:1234/964728807
斯诺克 吴安仪、白雨露首日亮相 4号桌 09:30,http://111.231.6.102:1234/964728841
BWF 全力冲击正赛！新组合揭幕战亮相 3号场地 10:10,http://111.231.6.102:1234/964693188
BWF 全力冲击正赛！新组合揭幕战亮相 1号场地 10:00,http://111.231.6.102:1234/964693121
BWF 全力冲击正赛！新组合揭幕战亮相 2号场地 10:00,http://111.231.6.102:1234/964693150
BWF 全力冲击正赛！新组合揭幕战亮相 4号场地 10:10,http://111.231.6.102:1234/964693203
NBA 湖人VS雷霆 全场回放（郑泽鹏） 10:25,http://111.231.6.102:1234/964739263
NBA 湖人VS雷霆 全场回放（莫俊祺） 10:25,http://111.231.6.102:1234/964739359
全国青年篮球联赛 长沙勇胜vs广东宏远 清流播出 13:30,http://111.231.6.102:1234/964666188
全国青年篮球联赛 苏科雄狮vs四川锦城 清流播出 13:30,http://111.231.6.102:1234/964666122
全国艺术体操锦标赛 全国艺术体操锦标赛Day5 3D全真视频 15:00,http://111.231.6.102:1234/964632943
全国青年篮球联赛 浙江稠州银行vs江苏肯帝亚 清流播出 15:30,http://111.231.6.102:1234/964666190
全国青年篮球联赛 浙江广厦vs深圳新世纪 清流播出 15:30,http://111.231.6.102:1234/964666144
全国青年篮球联赛 上海久事vs青岛国信海天 清流播出 18:00,http://111.231.6.102:1234/964666225
全国青年篮球联赛 新疆广汇vs山西汾酒 清流播出 18:00,http://111.231.6.102:1234/964666162
伦敦团体世乒赛 侯英超、程靖淇、徐晨皓与周冠达复盘世乒赛 侯英超 程靖淇 徐晨皓 19:00,http://111.231.6.102:1234/964665525
WTA 冲四强！奥斯塔彭科率先出战 赛场原声 19:00,http://111.231.6.102:1234/964474289
WTA 冲四强！奥斯塔彭科率先出战 英文原声 19:00,http://111.231.6.102:1234/964474378
CBA 北京北汽VS广东东阳光 图文直播 19:35,http://111.231.6.102:1234/964718403
全国青年篮球联赛 北京首钢vs南京同曦 清流播出 20:00,http://111.231.6.102:1234/964666256
全国青年篮球联赛 龙狮青年vs天津荣钢 清流播出 20:00,http://111.231.6.102:1234/964666177
体育-明天05-13,#genre#
U17亚洲杯 中国U17VS卡塔尔U17 张昊泽 王宇 23:45,http://111.231.6.102:1234/964636096
U17亚洲杯 中国U17VS卡塔尔U17 赛场原声 23:45,http://111.231.6.102:1234/964636092
U17亚洲杯 日本U17VS印度尼西亚U17 鹿中原 23:45,http://111.231.6.102:1234/964636119
U17亚洲杯 日本U17VS印度尼西亚U17 赛场原声 23:45,http://111.231.6.102:1234/964636113
西甲 塞尔塔VS莱万特 梁祥宇 00:45,http://111.231.6.102:1234/964636861
西甲 塞尔塔VS莱万特 赛场原声 00:45,http://111.231.6.102:1234/964636839
U17亚洲杯 泰国U17VS缅甸U17 吴子越 00:45,http://111.231.6.102:1234/964636192
U17亚洲杯 泰国U17VS缅甸U17 赛场原声 00:45,http://111.231.6.102:1234/964636183
U17亚洲杯 沙特阿拉伯U17VS塔吉克斯坦U17 张天翼 00:45,http://111.231.6.102:1234/964636153
U17亚洲杯 沙特阿拉伯U17VS塔吉克斯坦U17 赛场原声 00:45,http://111.231.6.102:1234/964636142
西甲 皇家贝蒂斯VS埃尔切 兰子非 01:45,http://111.231.6.102:1234/964636811
西甲 皇家贝蒂斯VS埃尔切 赛场原声 01:45,http://111.231.6.102:1234/964636750
西甲 皇家贝蒂斯VS埃尔切 兰子非 01:45,http://111.231.6.102:1234/964636758
西甲 奥萨苏纳VS马德里竞技 孙雨轩 贺宇 03:15,http://111.231.6.102:1234/964637455
西甲 奥萨苏纳VS马德里竞技 赛场原声 03:15,http://111.231.6.102:1234/964637429
西甲 奥萨苏纳VS马德里竞技 孙雨轩 贺宇 03:15,http://111.231.6.102:1234/964637400
咪咕体育日报 undefined 咪咕体育日报 第108期 08:00,http://111.231.6.102:1234/964455060
全国艺术体操锦标赛 收官日对决！各类重磅奖项将揭晓 3D全真视频 09:00,http://111.231.6.102:1234/964632950
斯诺克 世界女子斯诺克锦标赛小组赛Day2 1号桌 09:30,http://111.231.6.102:1234/964728750
斯诺克 世界女子斯诺克锦标赛小组赛Day2 2号桌 09:30,http://111.231.6.102:1234/964728782
斯诺克 世界女子斯诺克锦标赛小组赛Day2 3号桌 09:30,http://111.231.6.102:1234/964728812
斯诺克 世界女子斯诺克锦标赛小组赛Day2 6号桌 09:30,http://111.231.6.102:1234/964728857
BWF 泰国羽毛球公开赛第二日 1号场地 10:00,http://111.231.6.102:1234/964693216
BWF 泰国羽毛球公开赛第二日 2号场地 10:00,http://111.231.6.102:1234/964693227
BWF 泰国羽毛球公开赛第二日 3号场地 10:10,http://111.231.6.102:1234/964693236
BWF 泰国羽毛球公开赛第二日 4号场地 10:10,http://111.231.6.102:1234/964693257
全国青年篮球联赛 江苏肯帝亚vs青岛国信海天 清流播出 13:30,http://111.231.6.102:1234/964666288
